figure_no,figure_id,caption_original,caption_ru,api_page,pdf_page,block_id,candidate_id,block_type,original_text,ru_text,stage3_translate,stage3_status,stage3_confidence,bbox_pdf_points_stage3,bbox_crop_pixels_stage3,bbox_asset_pixels_stage3k,bbox_tight_ink_stage3k,bbox_safe_stage3k,line_bboxes_stage3k,replacement_bbox_stage3l,font_size_stage3l,wrapped_ru_stage3l,master_status,action,source_of_approval,source_detail,figure_accepted_keep,user_scope_note,user_policy_note,s49_rebuild_required,do_not_use_v3_mass_output_as_approval
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,,fig03_stage3j_candidate_0005,,(3/16 LQ,,,stage3k_candidate_only,0.9999359250068665,,,"[426, 296, 470, 313]","[422, 293, 473, 313]","[420, 291, 475, 315]","[[426, 296, 470, 313]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,,fig03_stage3j_candidate_0005,,48 mm (3/16 LQ,,,stage3k_candidate_only,0.9999799132347108,,,"[401, 269, 450, 304]","[397, 269, 454, 303]","[395, 267, 456, 305]","[[401, 269, 450, 285], [401, 287, 444, 304]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-001,,caption,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,True,caption,0.95,"[234.42, 724.07, 389.85, 735.18]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-002,,panel_title,Panel A - Flange Thermowell,Панель A — фланцевая защитная гильза,True,text_layer_verified,0.75,"[247.98, 92.99, 369.86, 101.99]","[356, 10, 600, 28]",,,,,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-003,,panel_title,Panel B - Threaded Thermowell,Панель B — резьбовая защитная гильза,True,text_layer_verified,0.75,"[241.9, 329.0, 375.94, 338.0]","[344, 482, 612, 500]","[305, 174, 354, 190]","[305, 174, 353, 186]","[303, 172, 355, 188]",,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-004,,panel_title,Panel C - Van Stone Thermowell,Панель C — защитная гильза типа Van Stone,True,text_layer_verified,0.75,"[240.39, 461.67, 377.44, 470.67]","[341, 747, 615, 765]",,,,,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-005,,dimension,"57.1 mm
(2¼ in.)","57,1 мм (2¼″)",False,pure_linear_dimension,0.75,"[194.83, 111.15, 270, 128.51]","[250, 46, 400, 81]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-006,,dimension,31.8 mm (1¼ in.),"31,8 мм (1¼″)",False,pure_linear_dimension,0.75,"[107.39, 203.91, 170.36, 213.04]","[75, 232, 201, 250]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-007,,dimension,"22.2 mm
(⅞ in.)","22,2 мм (⅞″)",False,pure_linear_dimension,0.75,"[273.83, 170.83, 304.95, 188.19]","[408, 166, 470, 200]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-008,,dimension,"4.8 mm
(3/16 in.)","4,8 мм (3/16″)",False,pure_linear_dimension,0.75,"[146.6, 246.0, 190, 258]","[153, 316, 240, 340]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-009,,dimension,"6.60 mm
(0.260 in.)","6,60 мм (0.260″)",False,pure_linear_dimension,0.75,"[358.66, 228.84, 396.9, 246.2]","[577, 282, 654, 316]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-010,,dimension,"6.4 mm
(¼ in.)","6,4 мм (¼″)",False,pure_linear_dimension,0.75,"[421.0, 233.33, 445.9, 250.69]","[702, 291, 752, 325]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-011,,dimension,15.9 mm (⅝ in.),"15,9 мм (⅝″)",False,pure_linear_dimension,0.75,"[476.76, 204.35, 535.28, 213.48]","[814, 233, 931, 251]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-012,,callout,Chamfer,Фаска,True,manual_verified_from_image,0.75,"[494.99, 167.6, 525.66, 175.6]","[850, 159, 911, 175]","[876, 119, 937, 135]","[872, 119, 938, 131]","[870, 117, 940, 133]",,,18,Фаска,approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3l_or_stage2_full_audit,matched previous accepted replacement audit,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-013,,callout,"Full penetration
welds per
PTC-19.3TW",Сварные швы с полным проплавлением по PTC-19.3TW,True,manual_verified_from_image,0.75,"[146.6, 252, 299.29, 274.43]","[153, 328, 459, 373]","[153, 292, 218, 308]","[153, 288, 222, 312]","[151, 286, 224, 314]",,,15,"Швы с полным
проваром по
PTC-19.3TW",approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3l_or_stage2_full_audit,matched previous accepted replacement audit,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-014,,callout,"½ in. NPSM Connection (Note 1)
drilled per ASME B40.200-2008
(B40.9) §3.2.2","Присоединение 1/2″ NPSM (примечание 1), просверленное по ASME B40.200-2008 (B40.9) §3.2.2",True,manual_verified_from_image,0.75,"[85.81, 290.35, 195.89, 316.54]","[32, 405, 252, 457]","[32, 358, 252, 410]","[32, 354, 251, 410]","[30, 352, 253, 410]",,,,,approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3l_or_stage2_full_audit,matched previous accepted replacement audit,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-015,,callout,"Surface finish per ASME B40.9-2008
§5.2.1 and tolerances per §5.2.2",Чистота поверхности по ASME B40.9-2008 §5.2.1 и допуски по §5.2.2,True,manual_verified_from_image,0.75,"[328.5, 262.14, 458.79, 279.33]","[517, 348, 778, 383]","[517, 301, 778, 336]","[517, 301, 777, 335]","[515, 299, 779, 337]",,"[568, 263, 945, 345]",14,,approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3l_or_stage2_full_audit,matched previous accepted replacement audit,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-016,,callout,"½ in. NPSM Connection (Note 1)
drilled per ASME B40.200-2008
(B40.9) §3.2.2","Присоединение 1/2″ NPSM (примечание 1), просверленное по ASME B40.200-2008 (B40.9) §3.2.2",True,manual_verified_from_image,0.75,"[85.54, 362.76, 195.62, 388.95]","[31, 550, 251, 602]","[31, 34, 251, 86]","[31, 34, 251, 86]","[29, 32, 253, 88]",,,,,approved_replaced_or_accepted,keep_existing_accepted_replacement,stage3l_or_stage2_full_audit,matched previous accepted replacement audit,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-017,,dimension,19 mm (¾ in.),19 мм (¾″),False,pure_linear_dimension,0.75,"[176.49, 345.83, 230, 354.07]","[213, 516, 320, 532]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
3,Figure 3,Figure 3—Standard Thermowells,Рисунок 3 — Стандартные защитные гильзы,27,35,block-018,,dimension,25.4 mm (1 in.),"25,4 мм (1″)",False,pure_linear_dimension,0.75,"[230, 345.83, 315.31, 354.07]","[320, 516, 491, 532]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,pure_linear_dimension,yes,,,no,yes
